Name,IDA Count,INVA Count,AND2 Count,OR2 Count,XOR2 Count,NAND2 Count,NOR2 Count,XNOR2 Count,Count of Used Gates,Compressed Chr Size,a XOR b XOR c XOR d Count,(a AND b) XOR (c AND d) Count,Variability of Implementation of the Highest Bit of Product,"[Sum of All Gates, Sum of Used Gates by CGP]"
mult8_cgp14ep_ep49152_wc546_wtmcla,28,14,154,65,73,19,11,15,379,2973,45,20,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 379]"
mult8_cgp14ep_ep49152_wc54_2_wtmcla,23,10,166,70,99,9,9,8,394,2950,68,30,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep49152_wc54_3_wtmcla,30,6,171,60,99,13,12,9,400,2944,66,30,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep49152_wc54_4_wtmcla,18,6,173,69,92,10,13,8,389,2920,67,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep49152_wc54_5_wtmcla,21,6,172,71,98,8,11,7,394,2928,68,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep49152_wc54_wtmcla,21,8,172,67,101,9,13,13,404,2944,71,36,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 404]"
mult8_cgp14ep_ep49152_wc5632_wtmcla,36,18,135,71,64,13,10,23,370,2967,27,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep49152_wc576_wtmcla,32,8,157,68,89,10,12,11,387,2946,60,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep49152_wc579_wtmcla,21,10,158,63,90,13,10,15,380,2957,51,30,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep49152_wc58_wtmcla,22,8,172,64,101,15,8,9,399,2932,72,32,"[0, 0, 7, 4, 5, 0, 0, 0]","[490, 399]"
mult8_cgp14ep_ep49152_wc592_wtmcla,32,10,145,74,73,14,14,16,378,2951,45,24,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep49152_wc5994_wtmcla,48,21,139,67,66,13,11,16,381,2994,35,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep49152_wc5_2_wtmcla,14,7,192,72,114,9,12,12,432,2910,83,38,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 432]"
mult8_cgp14ep_ep49152_wc5_3_wtmcla,20,6,194,71,114,12,6,9,432,2893,83,36,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 432]"
mult8_cgp14ep_ep49152_wc5_4_wtmcla,22,11,193,68,119,4,2,6,425,2884,85,36,"[0, 0, 6, 2, 7, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep49152_wc5_5_wtmcla,18,6,198,70,114,8,4,7,425,2896,83,36,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 425]"
mult8_cgp14ep_ep49152_wc5_wtmcla,20,6,187,71,109,13,8,7,421,2905,80,36,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 421]"
mult8_cgp14ep_ep49152_wc6042_wtmcla,39,20,138,68,58,13,21,18,375,3009,25,14,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc608_wtmcla,26,17,151,67,74,21,8,10,374,2974,46,20,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep49152_wc60_wtmcla,16,7,173,63,96,11,12,11,389,2930,68,30,"[0, 0, 8, 3, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep49152_wc610_wtmcla,27,19,145,71,70,12,19,14,377,2957,41,24,"[0, 0, 1, 3, 3, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep49152_wc612_wtmcla,41,8,153,70,75,10,6,13,376,2947,45,24,"[0, 0, 6, 3, 5, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep49152_wc614_wtmcla,36,10,154,71,74,16,10,14,385,2966,44,20,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 385]"
mult8_cgp14ep_ep49152_wc620_wtmcla,22,9,168,64,95,10,11,12,391,2927,60,40,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 391]"
mult8_cgp14ep_ep49152_wc6274_wtmcla,51,23,129,68,60,13,15,15,374,2970,27,12,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep49152_wc64_wtmcla,23,9,177,66,89,10,6,6,386,2918,64,30,"[0, 0, 7, 3, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep49152_wc6528_wtmcla,44,21,127,72,55,12,25,19,375,2973,20,6,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc6550_wtmcla,31,13,139,69,75,18,12,15,372,2950,46,24,"[0, 1, 8, 6, 1, 0, 1, 0]","[490, 372]"
mult8_cgp14ep_ep49152_wc66_wtmcla,20,12,174,68,96,11,6,11,398,2928,65,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 398]"
mult8_cgp14ep_ep49152_wc67_2_wtmcla,23,9,165,65,100,9,13,8,392,2937,69,26,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 392]"
mult8_cgp14ep_ep49152_wc67_3_wtmcla,22,6,182,71,92,8,12,10,403,2934,66,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 403]"
mult8_cgp14ep_ep49152_wc67_4_wtmcla,23,5,189,76,100,11,7,0,411,2911,72,32,"[0, 0, 6, 2, 1, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep49152_wc67_wtmcla,22,13,164,71,94,10,10,13,397,2935,64,30,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 397]"
mult8_cgp14ep_ep49152_wc6804_wtmcla,36,12,138,72,66,14,14,18,370,3006,32,14,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep49152_wc6904_wtmcla,33,13,126,66,69,11,17,25,360,2976,29,22,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep49152_wc6930_wtmcla,28,12,156,65,88,11,12,12,384,2956,50,26,"[0, 0, 7, 3, 1, 0, 0, 0]","[490, 384]"
mult8_cgp14ep_ep49152_wc6970_wtmcla,34,18,149,61,70,19,17,12,380,2988,35,26,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep49152_wc7031_wtmcla,42,11,134,65,69,19,11,16,367,2990,32,12,"[0, 0, 3, 4, 4, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep49152_wc7066_wtmcla,36,19,143,61,76,15,23,10,383,2984,35,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep49152_wc716_wtmcla,28,5,159,65,92,12,15,7,383,2963,58,26,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep49152_wc7264_wtmcla,37,13,144,67,71,16,22,12,382,2988,34,18,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep49152_wc730_wtmcla,27,16,153,75,80,11,6,15,383,2945,47,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep49152_wc736_wtmcla,41,19,137,67,73,13,12,12,374,2948,41,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep49152_wc738_wtmcla,27,11,144,75,73,21,10,8,369,2955,43,20,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 369]"
mult8_cgp14ep_ep49152_wc760_wtmcla,35,11,153,68,73,10,12,13,375,2980,41,22,"[0, 0, 9, 3, 5, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc765_wtmcla,16,11,155,71,79,14,8,13,367,2967,46,20,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep49152_wc768_2_wtmcla,32,13,143,70,73,13,9,10,363,2946,42,20,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 363]"
mult8_cgp14ep_ep49152_wc768_wtmcla,49,15,135,69,69,14,17,18,386,2966,40,20,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 386]"
mult8_cgp14ep_ep49152_wc76_wtmcla,21,13,168,63,109,12,9,12,407,2963,69,38,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 407]"
mult8_cgp14ep_ep49152_wc772_wtmcla,35,15,144,66,72,8,12,11,363,2974,44,20,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 363]"
mult8_cgp14ep_ep49152_wc78_wtmcla,26,13,164,62,90,14,8,16,393,2923,60,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep49152_wc7954_wtmcla,33,13,146,58,91,13,12,13,379,2938,51,30,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 379]"
mult8_cgp14ep_ep49152_wc7_2_wtmcla,17,10,188,67,109,6,11,12,420,2919,78,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep49152_wc7_3_wtmcla,12,7,185,68,112,8,11,6,409,2917,78,36,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 409]"
mult8_cgp14ep_ep49152_wc7_4_wtmcla,12,2,192,72,112,8,11,7,416,2905,82,36,"[0, 0, 8, 3, 5, 0, 0, 0]","[490, 416]"
mult8_cgp14ep_ep49152_wc7_5_wtmcla,22,8,188,71,107,4,8,6,414,2910,77,36,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep49152_wc7_wtmcla,15,6,185,65,107,15,14,4,411,2923,78,38,"[0, 0, 8, 3, 4, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep49152_wc82_wtmcla,27,7,170,62,99,7,10,12,394,2927,67,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep49152_wc83_wtmcla,27,11,157,66,95,15,10,8,389,2949,63,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep49152_wc8406_wtmcla,37,20,128,67,68,18,23,19,380,2973,29,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep49152_wc84_wtmcla,32,8,160,60,97,8,6,5,376,2921,65,28,"[0, 0, 7, 3, 5, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep49152_wc854_wtmcla,32,14,149,67,76,14,13,11,376,2967,46,20,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep49152_wc8660_wtmcla,44,15,140,72,68,9,11,18,377,2999,33,18,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep49152_wc8704_wtmcla,33,19,142,64,79,15,20,15,387,2977,36,18,"[0, 0, 4, 5, 1, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep49152_wc8840_wtmcla,37,19,131,69,68,8,22,18,372,2976,23,12,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep49152_wc8850_wtmcla,33,28,133,64,68,15,12,26,379,2980,29,18,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 379]"
mult8_cgp14ep_ep49152_wc8884_wtmcla,30,13,144,64,77,10,16,15,369,2956,35,22,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 369]"
mult8_cgp14ep_ep49152_wc90_wtmcla,23,9,167,63,94,10,7,16,389,2927,63,28,"[0, 0, 2, 3, 3, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep49152_wc910_wtmcla,26,11,149,63,85,16,17,13,380,2969,45,26,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep49152_wc9136_wtmcla,32,14,137,72,59,19,23,16,372,3002,23,6,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep49152_wc930_wtmcla,35,8,148,63,76,13,9,15,367,2965,49,18,"[0, 0, 5, 2, 4, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep49152_wc9328_wtmcla,24,17,152,65,95,9,14,11,387,2979,50,20,"[0, 0, 6, 5, 1, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep49152_wc934_wtmcla,36,9,145,67,76,15,16,10,374,2942,49,22,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep49152_wc9426_wtmcla,30,17,138,55,75,18,21,22,376,2988,40,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep49152_wc944_wtmcla,34,13,138,71,68,16,20,15,375,2952,35,16,"[0, 0, 6, 6, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc946_wtmcla,37,9,147,70,73,9,11,18,374,2949,46,18,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep49152_wc960_wtmcla,44,10,147,70,67,14,14,14,380,2978,42,20,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep49152_wc966_2_wtmcla,30,14,147,70,80,14,7,11,373,2964,44,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep49152_wc966_wtmcla,39,13,143,71,73,15,13,13,380,2971,44,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep49152_wc98_wtmcla,23,6,167,65,101,8,13,10,393,2947,62,30,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep49152_wc9906_wtmcla,39,13,138,63,78,15,13,16,375,3001,38,14,"[0, 0, 0, 1, 2, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep49152_wc9936_wtmcla,43,15,129,74,77,14,16,16,384,3010,31,10,"[0, 0, 1, 3, 1, 0, 0, 0]","[490, 384]"
mult8_cgp14ep_ep49152_wc9_2_wtmcla,23,9,185,62,115,9,10,11,424,2922,80,38,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 424]"
mult8_cgp14ep_ep49152_wc9_3_wtmcla,14,10,187,63,113,8,9,10,414,2897,80,40,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep49152_wc9_wtmcla,14,13,181,64,113,13,7,7,412,2915,80,38,"[0, 0, 10, 2, 7, 0, 0, 0]","[490, 412]"
mult8_cgp14ep_ep55705_wc100_wtmcla,27,6,161,59,90,14,6,15,378,2979,62,28,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep55705_wc10112_wtmcla,38,14,138,71,63,9,12,18,363,2963,27,8,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 363]"
mult8_cgp14ep_ep55705_wc1012_wtmcla,34,10,131,65,76,19,17,10,362,2962,46,26,"[0, 0, 7, 3, 4, 0, 0, 0]","[490, 362]"
mult8_cgp14ep_ep55705_wc10240_wtmcla,44,20,123,64,65,23,20,19,378,2997,28,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep55705_wc102_2_wtmcla,29,13,169,63,97,7,5,6,389,2932,67,28,"[0, 0, 8, 2, 5, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep55705_wc102_3_wtmcla,22,7,167,69,95,8,4,15,387,2928,65,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep55705_wc102_wtmcla,27,11,161,59,88,10,11,11,378,2925,59,30,"[0, 0, 5, 4, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep55705_wc104_wtmcla,25,7,171,68,94,10,13,8,396,2959,64,26,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 396]"
mult8_cgp14ep_ep55705_wc1058_wtmcla,28,18,143,61,87,22,18,13,390,2952,56,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 390]"
mult8_cgp14ep_ep55705_wc105_2_wtmcla,23,5,171,60,98,11,12,7,387,2960,61,30,"[0, 0, 10, 2, 5, 0, 0, 0]","[490, 387]"
mult8_cgp14ep_ep55705_wc105_3_wtmcla,20,12,173,68,99,8,8,14,402,2957,67,30,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep55705_wc105_wtmcla,24,18,162,63,89,9,8,7,380,2959,63,28,"[0, 0, 6, 1, 5, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep55705_wc10752_wtmcla,49,14,113,69,55,15,19,17,351,3019,10,8,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 351]"
mult8_cgp14ep_ep55705_wc10758_wtmcla,50,20,120,66,48,18,27,20,369,3007,16,10,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 369]"
mult8_cgp14ep_ep55705_wc10838_wtmcla,41,31,113,66,53,20,17,19,360,3023,20,8,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep55705_wc10860_wtmcla,30,26,121,56,73,19,19,23,367,2996,33,26,"[0, 0, 10, 7, 1, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep55705_wc10928_wtmcla,49,21,133,64,65,12,15,12,371,3019,29,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep55705_wc11008_wtmcla,42,18,132,60,78,25,10,12,377,2994,39,24,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep55705_wc11106_wtmcla,42,11,128,62,68,23,14,16,364,2988,26,16,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep55705_wc11406_wtmcla,39,23,128,64,62,15,13,17,361,3025,28,20,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 361]"
mult8_cgp14ep_ep55705_wc1140_wtmcla,47,17,125,68,65,20,18,20,380,3010,34,16,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep55705_wc1152_wtmcla,43,16,127,63,67,14,15,17,362,3003,32,18,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 362]"
mult8_cgp14ep_ep55705_wc1154_wtmcla,45,13,143,62,79,13,11,14,380,2966,46,24,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 380]"
mult8_cgp14ep_ep55705_wc11602_wtmcla,53,24,106,68,48,20,27,27,373,3030,4,6,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep55705_wc1162_wtmcla,44,10,135,58,80,17,9,12,365,2979,45,22,"[0, 0, 0, 4, 4, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep55705_wc1170_wtmcla,43,6,133,68,72,15,19,15,371,2988,40,14,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep55705_wc11750_wtmcla,39,21,131,53,77,22,13,14,370,2970,44,24,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep55705_wc1184_wtmcla,37,14,138,72,68,17,9,16,371,2978,34,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep55705_wc1189_wtmcla,27,12,153,61,79,13,14,9,368,2941,55,26,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep55705_wc118_wtmcla,26,14,152,57,93,6,12,14,374,2961,63,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep55705_wc1192_wtmcla,30,16,130,76,68,14,11,12,357,2983,36,22,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 357]"
mult8_cgp14ep_ep55705_wc11_wtmcla,17,12,184,71,105,11,4,9,413,2908,78,36,"[0, 0, 5, 3, 1, 0, 0, 0]","[490, 413]"
mult8_cgp14ep_ep55705_wc1202_wtmcla,44,15,141,70,67,15,14,13,379,2981,39,16,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 379]"
mult8_cgp14ep_ep55705_wc120_wtmcla,19,8,159,66,86,11,14,18,381,2945,62,28,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep55705_wc122_wtmcla,23,11,157,67,88,12,9,11,378,2956,60,26,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep55705_wc124_wtmcla,32,15,155,57,95,7,13,8,382,2930,64,26,"[0, 0, 3, 3, 4, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep55705_wc12690_wtmcla,43,29,114,76,50,19,24,27,382,3018,7,2,"[0, 0, 5, 6, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep55705_wc127_wtmcla,27,13,153,66,90,8,10,11,378,2949,59,26,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep55705_wc12800_wtmcla,50,29,114,72,49,25,24,15,378,3018,9,4,"[0, 0, 5, 6, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep55705_wc12970_wtmcla,50,27,115,76,52,19,15,24,378,3002,10,2,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep55705_wc12992_wtmcla,32,17,121,67,78,22,26,20,383,3001,29,20,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep55705_wc130_wtmcla,31,7,154,62,89,13,14,3,373,2951,58,26,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep55705_wc13184_wtmcla,42,18,117,73,61,15,26,24,376,3008,21,14,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep55705_wc131_wtmcla,37,15,151,56,91,10,9,14,383,2975,63,26,"[0, 0, 4, 3, 3, 0, 0, 0]","[490, 383]"
mult8_cgp14ep_ep55705_wc13376_wtmcla,49,26,111,80,42,24,28,22,382,3036,4,4,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep55705_wc13474_wtmcla,43,27,115,75,50,19,24,22,375,3025,12,8,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep55705_wc13_wtmcla,21,10,179,65,115,4,8,9,411,2936,79,38,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep55705_wc1410_wtmcla,37,16,134,65,70,13,29,11,375,2994,36,22,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep55705_wc1415_wtmcla,46,20,127,63,71,15,17,22,381,2999,38,20,"[0, 0, 3, 5, 4, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep55705_wc1428_wtmcla,39,14,131,63,71,17,15,11,361,2975,36,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 361]"
mult8_cgp14ep_ep55705_wc1442_wtmcla,36,10,136,65,71,16,16,15,365,2991,38,20,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep55705_wc1446_wtmcla,45,19,129,66,65,13,19,14,370,2992,30,18,"[0, 0, 4, 3, 3, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep55705_wc1459_wtmcla,40,17,125,65,66,24,11,17,365,2973,34,14,"[0, 0, 2, 4, 5, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep55705_wc14626_wtmcla,28,11,138,47,89,23,18,21,375,2982,50,24,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep55705_wc14674_wtmcla,52,21,116,61,62,29,19,18,378,2979,18,8,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep55705_wc14_2_wtmcla,23,5,185,60,107,4,8,9,401,2918,78,34,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 401]"
mult8_cgp14ep_ep55705_wc14_3_wtmcla,21,14,182,66,114,10,9,16,432,2948,80,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 432]"
mult8_cgp14ep_ep55705_wc14_wtmcla,26,16,173,61,110,4,3,10,403,2910,77,34,"[0, 0, 12, 6, 1, 0, 0, 0]","[490, 403]"
mult8_cgp14ep_ep55705_wc1504_2_wtmcla,41,18,134,67,67,14,14,11,366,2984,33,16,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 366]"
mult8_cgp14ep_ep55705_wc1504_wtmcla,36,16,126,68,63,18,19,19,365,2958,27,20,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep55705_wc1506_wtmcla,36,20,124,62,63,25,20,18,368,2981,28,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep55705_wc158_wtmcla,31,12,151,62,92,12,8,14,382,2963,59,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep55705_wc160_wtmcla,28,15,152,62,93,9,14,12,385,2957,57,28,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 385]"
mult8_cgp14ep_ep55705_wc161_wtmcla,23,14,158,63,99,11,9,7,384,2969,60,32,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 384]"
mult8_cgp14ep_ep55705_wc162_wtmcla,38,7,146,56,84,7,16,18,372,2942,56,26,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep55705_wc16384_2_wtmcla,44,33,114,79,45,19,13,23,370,3055,4,4,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep55705_wc16384_3_wtmcla,39,13,116,80,49,29,25,25,376,3027,11,4,"[0, 0, 12, 6, 1, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep55705_wc16384_wtmcla,44,28,104,80,41,20,23,29,369,3012,1,2,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 369]"
mult8_cgp14ep_ep55705_wc163_wtmcla,31,10,152,65,82,8,11,9,368,2962,55,28,"[0, 0, 8, 4, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep55705_wc164_wtmcla,26,11,156,66,89,15,15,10,388,2981,55,26,"[0, 0, 6, 3, 5, 0, 0, 0]","[490, 388]"
mult8_cgp14ep_ep55705_wc16512_wtmcla,48,25,108,78,37,22,31,22,371,3014,1,6,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep55705_wc16640_wtmcla,35,23,123,70,64,18,18,26,377,2992,25,12,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep55705_wc16_wtmcla,14,8,187,65,105,13,8,10,410,2928,76,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 410]"
mult8_cgp14ep_ep55705_wc1702_wtmcla,47,19,129,70,67,12,14,15,373,2985,29,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep55705_wc17366_wtmcla,48,21,118,78,47,18,27,21,378,3026,13,12,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep55705_wc17984_wtmcla,41,30,107,73,44,13,33,28,369,3047,2,4,"[0, 0, 9, 7, 0, 0, 0, 0]","[490, 369]"
