Name,IDA Count,INVA Count,AND2 Count,OR2 Count,XOR2 Count,NAND2 Count,NOR2 Count,XNOR2 Count,Count of Used Gates,Compressed Chr Size,a XOR b XOR c XOR d Count,(a AND b) XOR (c AND d) Count,Variability of Implementation of the Highest Bit of Product,"[Sum of All Gates, Sum of Used Gates by CGP]"
mult8_cgp14ep_ep63897_wc952_wtmcla,43,18,111,53,78,12,20,22,357,3044,41,14,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 357]"
mult8_cgp14ep_ep63897_wc954_wtmcla,41,17,110,62,63,20,18,24,355,3040,34,20,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 355]"
mult8_cgp14ep_ep63897_wc955_wtmcla,54,19,106,53,71,18,18,24,363,3063,33,18,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 363]"
mult8_cgp14ep_ep63897_wc965_wtmcla,44,35,111,54,59,18,19,19,359,3068,34,14,"[0, 0, 1, 3, 3, 0, 0, 0]","[490, 359]"
mult8_cgp14ep_ep63897_wc966_wtmcla,43,21,113,52,64,25,20,16,354,3053,33,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 354]"
mult8_cgp14ep_ep63897_wc967_2_wtmcla,49,15,117,52,63,14,20,16,346,3026,34,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 346]"
mult8_cgp14ep_ep63897_wc967_wtmcla,52,20,112,52,72,23,15,20,366,3023,34,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 366]"
mult8_cgp14ep_ep63897_wc9826_wtmcla,57,36,80,54,46,27,33,35,368,3071,2,4,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep63897_wc9_2_wtmcla,20,8,182,62,107,9,15,7,410,2913,78,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 410]"
mult8_cgp14ep_ep63897_wc9_3_wtmcla,19,13,183,65,114,13,6,6,419,2918,79,36,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 419]"
mult8_cgp14ep_ep63897_wc9_4_wtmcla,11,10,185,64,111,8,12,7,408,2903,78,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 408]"
mult8_cgp14ep_ep63897_wc9_5_wtmcla,16,4,192,64,111,10,8,9,414,2910,80,36,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep63897_wc9_wtmcla,14,12,181,66,106,14,15,10,418,2924,79,34,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep64716_wc10496_wtmcla,63,24,68,52,51,38,33,39,368,3098,2,8,"[0, 0, 10, 7, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc104_wtmcla,33,10,154,53,94,13,11,10,378,2955,67,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep64716_wc10562_wtmcla,52,28,71,42,43,43,34,38,351,3079,3,6,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 351]"
mult8_cgp14ep_ep64716_wc105_2_wtmcla,33,7,148,58,92,16,6,11,371,2959,61,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep64716_wc105_3_wtmcla,27,10,152,59,93,8,13,13,375,2941,61,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep64716_wc105_4_wtmcla,31,7,150,63,99,12,11,8,381,2966,66,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep64716_wc105_5_wtmcla,32,8,154,60,84,9,11,14,372,2961,62,28,"[0, 0, 7, 3, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep64716_wc105_wtmcla,28,11,155,61,90,14,14,11,384,2970,59,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 384]"
mult8_cgp14ep_ep64716_wc10720_wtmcla,67,39,60,51,45,30,34,34,360,3104,3,8,"[0, 0, 5, 6, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep64716_wc10752_2_wtmcla,56,33,62,49,48,37,25,39,349,3075,2,12,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 349]"
mult8_cgp14ep_ep64716_wc10752_wtmcla,50,36,59,48,43,47,44,41,368,3091,5,4,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc10818_wtmcla,51,47,74,55,37,40,33,38,375,3083,2,4,"[0, 0, 10, 7, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep64716_wc11008_wtmcla,68,32,66,59,46,32,33,29,365,3112,2,10,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep64716_wc11012_wtmcla,56,48,64,50,41,32,40,32,363,3097,0,6,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 363]"
mult8_cgp14ep_ep64716_wc1170_wtmcla,50,22,105,57,68,17,19,15,353,3032,36,16,"[0, 0, 5, 2, 5, 0, 0, 0]","[490, 353]"
mult8_cgp14ep_ep64716_wc1181_wtmcla,47,33,100,49,66,21,15,22,353,3082,40,18,"[0, 0, 10, 4, 1, 0, 0, 0]","[490, 353]"
mult8_cgp14ep_ep64716_wc1189_wtmcla,45,16,106,49,65,19,26,21,347,3021,33,18,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 347]"
mult8_cgp14ep_ep64716_wc1197_wtmcla,48,22,92,45,70,21,27,18,343,3028,36,20,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 343]"
mult8_cgp14ep_ep64716_wc11_2_wtmcla,21,5,184,71,111,8,9,9,418,2923,76,36,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep64716_wc11_3_wtmcla,26,4,186,63,107,7,3,15,411,2907,79,34,"[0, 0, 10, 4, 1, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep64716_wc11_4_wtmcla,22,8,182,63,109,11,12,11,418,2919,81,36,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 418]"
mult8_cgp14ep_ep64716_wc11_wtmcla,22,13,176,71,110,8,6,9,415,2901,81,36,"[0, 0, 7, 3, 5, 0, 0, 0]","[490, 415]"
mult8_cgp14ep_ep64716_wc1205_wtmcla,54,25,99,52,70,18,21,18,357,3044,31,18,"[0, 0, 10, 7, 1, 0, 0, 0]","[490, 357]"
mult8_cgp14ep_ep64716_wc12066_wtmcla,50,36,71,55,42,39,34,37,364,3095,2,6,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc1206_wtmcla,63,19,104,41,68,24,23,25,367,3057,30,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep64716_wc1208_wtmcla,51,27,100,59,63,16,21,20,357,3019,31,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 357]"
mult8_cgp14ep_ep64716_wc1209_wtmcla,50,20,95,58,61,21,20,24,349,3048,29,14,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 349]"
mult8_cgp14ep_ep64716_wc12293_wtmcla,54,41,61,45,33,40,42,38,354,3107,0,0,"[0, 0, 9, 8, 1, 0, 0, 0]","[490, 354]"
mult8_cgp14ep_ep64716_wc12416_wtmcla,52,37,67,58,31,41,35,35,356,3075,1,4,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 356]"
mult8_cgp14ep_ep64716_wc127_wtmcla,23,10,153,58,89,14,9,19,375,2992,62,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep64716_wc12810_wtmcla,58,36,72,45,40,33,35,34,353,3091,1,4,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 353]"
mult8_cgp14ep_ep64716_wc12855_wtmcla,71,28,64,57,39,37,32,23,351,3063,4,2,"[0, 0, 10, 6, 0, 0, 0, 0]","[490, 351]"
mult8_cgp14ep_ep64716_wc12977_wtmcla,49,27,61,49,48,44,47,31,356,3093,3,4,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 356]"
mult8_cgp14ep_ep64716_wc129_wtmcla,23,11,149,58,92,10,9,14,366,2962,64,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 366]"
mult8_cgp14ep_ep64716_wc130_2_wtmcla,31,11,145,62,91,17,7,17,381,2991,60,26,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep64716_wc130_3_wtmcla,22,11,151,56,88,23,9,18,378,2980,63,30,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep64716_wc130_wtmcla,34,15,144,55,83,17,11,15,374,2987,58,26,"[0, 0, 11, 6, 1, 0, 0, 0]","[490, 374]"
mult8_cgp14ep_ep64716_wc131_2_wtmcla,33,6,149,60,95,11,8,14,376,2982,64,28,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 376]"
mult8_cgp14ep_ep64716_wc131_wtmcla,32,15,149,58,89,9,10,9,371,2982,57,28,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep64716_wc13426_wtmcla,59,31,67,55,34,37,41,44,368,3098,0,6,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc13472_wtmcla,52,38,66,48,43,43,29,56,375,3129,4,2,"[0, 0, 9, 8, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep64716_wc13824_wtmcla,45,29,75,62,48,40,42,24,365,3097,3,6,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep64716_wc13858_wtmcla,58,42,64,55,39,38,33,42,371,3117,1,4,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep64716_wc13_2_wtmcla,19,10,191,69,106,11,9,5,420,2932,76,36,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 420]"
mult8_cgp14ep_ep64716_wc13_wtmcla,20,8,179,62,107,9,14,13,412,2932,76,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 412]"
mult8_cgp14ep_ep64716_wc1481_wtmcla,68,31,92,41,63,21,25,18,359,3072,25,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 359]"
mult8_cgp14ep_ep64716_wc1495_wtmcla,46,21,104,49,65,22,25,28,360,3079,28,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep64716_wc1497_wtmcla,45,29,101,55,59,18,19,20,346,3038,28,14,"[0, 0, 7, 5, 1, 0, 0, 0]","[490, 346]"
mult8_cgp14ep_ep64716_wc1498_wtmcla,60,27,96,49,58,24,24,23,361,3049,30,18,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 361]"
mult8_cgp14ep_ep64716_wc14_2_wtmcla,17,12,177,63,107,7,10,6,399,2946,80,34,"[0, 0, 6, 5, 1, 0, 0, 0]","[490, 399]"
mult8_cgp14ep_ep64716_wc14_3_wtmcla,17,11,176,75,106,7,7,9,408,2899,79,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 408]"
mult8_cgp14ep_ep64716_wc14_4_wtmcla,24,9,184,60,109,9,5,9,409,2940,76,34,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 409]"
mult8_cgp14ep_ep64716_wc14_wtmcla,21,12,180,58,106,15,9,10,411,2923,76,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 411]"
mult8_cgp14ep_ep64716_wc1502_wtmcla,50,23,99,48,59,23,26,28,356,3053,32,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 356]"
mult8_cgp14ep_ep64716_wc1503_wtmcla,62,15,100,57,62,20,20,16,352,3056,26,16,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 352]"
mult8_cgp14ep_ep64716_wc1504_wtmcla,57,20,89,52,65,23,26,34,366,3056,35,18,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 366]"
mult8_cgp14ep_ep64716_wc1508_wtmcla,53,29,92,55,57,25,33,14,358,3041,27,10,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 358]"
mult8_cgp14ep_ep64716_wc1509_wtmcla,50,24,100,50,68,20,17,22,351,3034,31,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 351]"
mult8_cgp14ep_ep64716_wc15360_wtmcla,54,43,70,50,31,37,39,43,367,3085,0,2,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep64716_wc15554_wtmcla,55,34,58,32,45,43,40,45,352,3096,3,2,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 352]"
mult8_cgp14ep_ep64716_wc15618_wtmcla,61,28,58,50,45,47,41,41,371,3101,3,4,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep64716_wc16002_wtmcla,75,32,72,41,37,34,48,31,370,3100,0,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep64716_wc16015_wtmcla,70,33,54,55,46,39,31,43,371,3107,2,2,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep64716_wc16038_wtmcla,59,42,64,59,38,33,41,32,368,3089,0,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc16106_wtmcla,68,32,59,46,46,41,37,44,373,3113,1,4,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep64716_wc16129_wtmcla,47,49,65,40,44,51,37,46,379,3121,0,2,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 379]"
mult8_cgp14ep_ep64716_wc16131_wtmcla,73,32,55,46,43,47,35,29,360,3089,2,4,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep64716_wc16240_wtmcla,58,43,62,48,38,44,38,38,369,3089,0,10,"[0, 0, 10, 8, 1, 0, 0, 0]","[490, 369]"
mult8_cgp14ep_ep64716_wc162_2_wtmcla,28,9,151,60,96,9,9,20,382,2995,62,28,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 382]"
mult8_cgp14ep_ep64716_wc162_3_wtmcla,33,11,153,63,88,10,9,14,381,2977,61,24,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 381]"
mult8_cgp14ep_ep64716_wc162_wtmcla,36,12,147,53,89,9,13,12,371,2989,54,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 371]"
mult8_cgp14ep_ep64716_wc163_wtmcla,29,7,150,63,91,12,9,18,379,2958,66,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 379]"
mult8_cgp14ep_ep64716_wc164_wtmcla,36,19,139,52,94,12,7,13,372,2986,58,28,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep64716_wc16770_wtmcla,70,39,55,49,42,39,37,35,366,3122,2,4,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 366]"
mult8_cgp14ep_ep64716_wc16896_wtmcla,65,37,68,47,51,32,28,40,368,3130,2,4,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc16_wtmcla,26,9,183,64,108,6,9,5,410,2917,78,38,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 410]"
mult8_cgp14ep_ep64716_wc17538_wtmcla,58,39,63,50,40,42,42,43,377,3137,4,2,"[0, 0, 11, 9, 1, 0, 0, 0]","[490, 377]"
mult8_cgp14ep_ep64716_wc17541_wtmcla,61,42,53,40,41,49,36,43,365,3117,1,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep64716_wc17_2_wtmcla,17,10,178,65,104,9,10,7,400,2903,75,32,"[0, 0, 6, 3, 5, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep64716_wc17_3_wtmcla,18,7,184,61,102,10,7,11,400,2931,76,34,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 400]"
mult8_cgp14ep_ep64716_wc17_4_wtmcla,24,7,182,70,105,9,11,6,414,2908,77,32,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 414]"
mult8_cgp14ep_ep64716_wc17_wtmcla,23,4,179,62,104,9,7,5,393,2924,75,32,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 393]"
mult8_cgp14ep_ep64716_wc1824_wtmcla,49,23,85,50,59,27,33,28,354,3057,20,12,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 354]"
mult8_cgp14ep_ep64716_wc1825_wtmcla,48,24,89,51,66,24,27,29,358,3067,28,14,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 358]"
mult8_cgp14ep_ep64716_wc1854_wtmcla,56,20,94,49,60,16,28,36,359,3060,28,14,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 359]"
mult8_cgp14ep_ep64716_wc1864_wtmcla,57,23,94,55,58,18,25,26,356,3082,26,20,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 356]"
mult8_cgp14ep_ep64716_wc1870_wtmcla,56,31,92,45,61,23,29,21,358,3070,22,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 358]"
mult8_cgp14ep_ep64716_wc1873_wtmcla,52,24,85,45,67,20,27,26,346,3057,23,10,"[0, 0, 1, 4, 4, 0, 0, 0]","[490, 346]"
mult8_cgp14ep_ep64716_wc1879_wtmcla,61,25,94,51,62,17,18,33,361,3052,33,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 361]"
mult8_cgp14ep_ep64716_wc1883_wtmcla,52,29,89,47,53,38,37,28,373,3084,20,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 373]"
mult8_cgp14ep_ep64716_wc1884_wtmcla,55,26,97,50,62,19,27,20,356,3051,28,14,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 356]"
mult8_cgp14ep_ep64716_wc1_wtmcla,24,7,197,66,119,8,6,7,434,2866,83,38,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 434]"
mult8_cgp14ep_ep64716_wc202_2_wtmcla,36,17,142,55,83,11,17,11,372,2998,55,24,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep64716_wc202_wtmcla,39,13,137,57,87,14,15,10,372,2973,53,24,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 372]"
mult8_cgp14ep_ep64716_wc203_2_wtmcla,34,4,150,61,91,15,13,10,378,2998,62,28,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 378]"
mult8_cgp14ep_ep64716_wc203_wtmcla,40,8,141,61,80,12,9,14,365,3006,54,28,"[0, 0, 5, 3, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep64716_wc20480_wtmcla,44,38,69,45,42,40,43,41,362,3121,0,0,"[0, 0, 9, 9, 1, 0, 0, 0]","[490, 362]"
mult8_cgp14ep_ep64716_wc205_2_wtmcla,29,18,138,52,81,18,14,8,358,2989,53,24,"[0, 0, 6, 3, 1, 0, 0, 0]","[490, 358]"
mult8_cgp14ep_ep64716_wc205_3_wtmcla,38,17,139,56,78,18,9,13,368,2993,55,22,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc205_wtmcla,28,16,135,53,87,13,19,15,366,2996,53,24,"[0, 0, 4, 4, 3, 0, 0, 0]","[490, 366]"
mult8_cgp14ep_ep64716_wc20608_wtmcla,50,43,63,40,45,40,32,38,351,3111,1,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 351]"
mult8_cgp14ep_ep64716_wc20992_2_wtmcla,52,37,61,56,32,36,42,34,350,3091,0,2,"[0, 0, 11, 8, 1, 0, 0, 0]","[490, 350]"
mult8_cgp14ep_ep64716_wc20992_wtmcla,57,40,67,44,41,33,29,41,352,3092,0,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 352]"
mult8_cgp14ep_ep64716_wc21082_wtmcla,69,38,55,58,41,40,38,50,389,3163,0,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 389]"
mult8_cgp14ep_ep64716_wc21120_wtmcla,62,33,66,48,51,31,37,30,358,3128,2,0,"[0, 0, 10, 8, 1, 0, 0, 0]","[490, 358]"
mult8_cgp14ep_ep64716_wc21504_wtmcla,56,29,58,48,49,44,38,38,360,3074,5,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep64716_wc2281_wtmcla,57,25,94,47,54,31,26,31,365,3066,23,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep64716_wc2288_wtmcla,46,28,88,47,59,24,33,30,355,3067,24,12,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 355]"
mult8_cgp14ep_ep64716_wc2289_wtmcla,42,38,89,47,63,30,35,21,365,3080,19,10,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep64716_wc22976_wtmcla,60,36,77,45,40,43,29,38,368,3086,1,2,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc2297_wtmcla,53,24,83,46,58,35,31,30,360,3059,25,14,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep64716_wc22_2_wtmcla,21,14,173,66,96,10,11,6,397,2953,69,38,"[0, 0, 6, 4, 1, 0, 0, 0]","[490, 397]"
mult8_cgp14ep_ep64716_wc22_3_wtmcla,18,13,180,64,102,11,12,10,410,2924,78,32,"[0, 0, 7, 4, 1, 0, 0, 0]","[490, 410]"
mult8_cgp14ep_ep64716_wc22_4_wtmcla,19,3,185,65,100,6,5,14,397,2923,75,34,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 397]"
mult8_cgp14ep_ep64716_wc22_5_wtmcla,17,11,176,63,111,5,10,9,402,2942,78,34,"[0, 0, 7, 3, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep64716_wc22_wtmcla,23,8,179,63,95,8,8,13,397,2944,71,34,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 397]"
mult8_cgp14ep_ep64716_wc2328_wtmcla,66,24,89,41,55,24,21,35,355,3068,19,12,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 355]"
mult8_cgp14ep_ep64716_wc2337_2_wtmcla,48,25,94,36,65,26,28,25,347,3086,26,14,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 347]"
mult8_cgp14ep_ep64716_wc2337_wtmcla,64,23,95,44,54,33,25,25,363,3067,18,12,"[0, 0, 10, 6, 1, 0, 0, 0]","[490, 363]"
mult8_cgp14ep_ep64716_wc2339_wtmcla,55,27,95,45,64,26,24,28,364,3057,26,14,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc2345_wtmcla,49,30,85,45,66,33,25,27,360,3053,28,16,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep64716_wc2352_wtmcla,59,25,95,52,59,27,18,21,356,3081,23,10,"[0, 0, 3, 3, 3, 0, 0, 0]","[490, 356]"
mult8_cgp14ep_ep64716_wc24576_wtmcla,53,35,64,46,35,45,43,54,375,3140,2,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep64716_wc24577_wtmcla,52,50,55,36,41,46,45,43,368,3123,3,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 368]"
mult8_cgp14ep_ep64716_wc25360_wtmcla,68,38,63,43,32,37,32,49,362,3110,0,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 362]"
mult8_cgp14ep_ep64716_wc254_2_wtmcla,35,13,142,57,83,18,14,8,370,2993,48,28,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 370]"
mult8_cgp14ep_ep64716_wc254_3_wtmcla,36,13,143,55,82,11,11,13,364,2998,56,26,"[0, 0, 11, 7, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc254_wtmcla,35,15,135,58,84,11,10,17,365,3009,52,22,"[0, 0, 8, 5, 1, 0, 0, 0]","[490, 365]"
mult8_cgp14ep_ep64716_wc255_2_wtmcla,34,10,138,56,89,9,10,16,362,2988,56,24,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 362]"
mult8_cgp14ep_ep64716_wc255_wtmcla,39,19,131,51,80,16,13,18,367,2987,52,24,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 367]"
mult8_cgp14ep_ep64716_wc25600_wtmcla,69,35,69,43,28,35,44,34,357,3121,0,2,"[0, 0, 11, 9, 1, 0, 0, 0]","[490, 357]"
mult8_cgp14ep_ep64716_wc256_2_wtmcla,38,13,147,59,85,6,14,13,375,2988,59,24,"[0, 0, 5, 3, 5, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep64716_wc256_wtmcla,43,11,140,56,82,19,13,11,375,3020,57,24,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 375]"
mult8_cgp14ep_ep64716_wc26930_wtmcla,67,44,65,47,26,31,39,41,360,3089,1,0,"[0, 0, 12, 9, 1, 0, 0, 0]","[490, 360]"
mult8_cgp14ep_ep64716_wc27_2_wtmcla,31,8,172,65,99,7,5,11,398,2930,70,34,"[0, 0, 8, 3, 1, 0, 0, 0]","[490, 398]"
mult8_cgp14ep_ep64716_wc27_3_wtmcla,18,9,178,64,103,7,6,9,394,2939,75,32,"[0, 0, 7, 4, 5, 0, 0, 0]","[490, 394]"
mult8_cgp14ep_ep64716_wc27_4_wtmcla,19,11,179,67,101,7,12,6,402,2930,72,34,"[0, 0, 7, 3, 1, 0, 0, 0]","[490, 402]"
mult8_cgp14ep_ep64716_wc27_5_wtmcla,20,7,183,67,99,6,4,9,395,2921,69,32,"[0, 0, 6, 2, 1, 0, 0, 0]","[490, 395]"
mult8_cgp14ep_ep64716_wc27_wtmcla,31,8,167,64,105,11,11,2,399,2923,71,32,"[0, 0, 10, 5, 1, 0, 0, 0]","[490, 399]"
mult8_cgp14ep_ep64716_wc2891_wtmcla,48,28,81,43,68,27,38,24,357,3106,28,12,"[0, 0, 9, 6, 1, 0, 0, 0]","[490, 357]"
mult8_cgp14ep_ep64716_wc2901_wtmcla,60,36,70,52,63,30,22,21,354,3071,18,12,"[0, 0, 5, 5, 3, 0, 0, 0]","[490, 354]"
mult8_cgp14ep_ep64716_wc2905_wtmcla,51,27,82,44,50,38,34,32,358,3053,18,10,"[0, 0, 10, 7, 1, 0, 0, 0]","[490, 358]"
mult8_cgp14ep_ep64716_wc2917_wtmcla,42,27,92,54,60,24,28,19,346,3078,22,12,"[0, 0, 9, 4, 1, 0, 0, 0]","[490, 346]"
mult8_cgp14ep_ep64716_wc2924_wtmcla,51,35,92,46,62,23,33,22,364,3100,17,10,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 364]"
mult8_cgp14ep_ep64716_wc2926_wtmcla,47,30,100,62,51,21,13,21,345,3075,22,12,"[0, 0, 9, 5, 1, 0, 0, 0]","[490, 345]"
mult8_cgp14ep_ep64716_wc2928_wtmcla,55,41,72,47,52,40,27,29,363,3066,18,12,"[0, 0, 12, 8, 1, 0, 0, 0]","[490, 363]"
mult8_cgp14ep_ep64716_wc2929_wtmcla,58,30,82,59,58,32,30,17,366,3087,16,16,"[0, 0, 1, 3, 3, 0, 0, 0]","[490, 366]"
